Point_ID,Output
1,5.93260195867
2,3.28693056459
3,9.72464090406
4,-2.65247815663
5,6.477539213
6,0.27713075108
7,-2.23177172665
8,-16.614915941
9,-12.9746103659
10,5.59696226908
11,5.32107319526
12,5.36155690883
13,6.67170858804
14,-2.99094560987
15,2.26835765425
16,4.55769718275
17,0.538398115599
18,6.01835683343
19,1.46137060442
20,-16.6331035775
21,10.809723818
22,3.49813679842
23,-11.5545525304
24,7.59007609174
25,3.52788339484
26,-0.185386736112
27,1.24400817275
28,5.27495885867
29,2.35216993001
30,-9.74958331815
31,4.20104199744
32,5.54769541764
33,-11.231406821
34,5.63058240939
35,-11.7856193686
36,4.46557995257
37,6.30327376816
38,2.46132513212
39,-1.4109175683
40,3.0153185471
41,4.56679758809
42,2.20721082927
43,2.37318584644
44,5.83156463968
45,1.63414608337
46,-2.22450931888
47,6.41999194448
48,3.94976930135
49,8.87802172557
50,1.97677656411
51,6.55940233633
52,6.71308806131
53,-2.25190311977
54,4.23384741866
55,5.99392561164
56,7.28348788422
57,5.71003777461
58,-11.4812339878
59,-0.305421669425
60,-3.65182980049
61,7.94150664077
62,8.16916924482
63,-9.16590517397
64,2.8053855718
65,3.76784545207
66,7.82788340407
67,-4.47438586444
68,-0.874158037203
69,-5.87982836621
70,3.15300272209
71,9.85723754783
72,-23.4164494894
73,2.00438432014
74,5.16036192276
75,-10.9020355371
76,-2.17971577552
77,-3.44043694388
78,2.09955601247
79,7.34786226387
80,-2.64303937031
81,8.79270893528
82,9.67892659413
83,1.38904424396
84,-0.129977167045
85,9.33019455829
86,-14.4243215648
87,-1.65743822733
88,-0.934319269251
89,2.30444851336
90,-12.0969066919
91,3.16985778026
92,3.39912883937
93,6.82285686716
94,-2.51615999497
95,10.787757581
96,-16.2682612862
97,3.73050139771
98,8.99247112134
99,6.46391752014
100,-6.61430980013
101,4.16319723378
102,-4.24570309046
103,-4.78712862826
104,-2.63940378537
105,4.30747886094
106,8.61071930969
107,1.88955674195
108,2.54915508722
109,6.767303598
110,11.5425184484
111,-12.9769475038
112,7.39216864382
113,-4.55374936054
114,4.93241855998
115,5.03951604126
116,2.34163982408
117,6.44146133071
118,7.29254065137
119,4.07083147348
120,5.3945189516
121,-0.142502406244
122,8.22257168716
123,6.07424942579
124,-8.231630788
125,8.37150816215
126,2.70037069685
127,9.26974414454
128,9.78066696294
129,-13.7635655238
130,3.62054317961
131,5.44884110759
132,3.57304083928
133,1.8358918143
134,3.07668761252
135,-2.53317447749
136,-3.48547039246
137,-1.9406081807
138,9.34284276783
139,-0.651575499695
140,5.15247981568
141,-6.05225342135
142,-14.7316536283
143,9.38010724361
144,-2.18653283628
145,-0.877661657547
146,5.18324969874
147,6.04587068719
148,-5.13126273848
149,3.99243313358
150,-11.215272247
151,-3.31809792874
152,4.18289220425
153,-6.13884379974
154,-5.37085294493
155,-5.50775224541
156,0.178929309469
157,9.23311076952
158,5.13981034253
159,-6.41095176216
160,6.47444461652
161,3.15734441704
162,-13.9285134092
163,-0.788520474008
164,-13.4140154384
165,3.38499392321
166,-12.7367394066
167,-2.20173952763
168,6.22428027522
169,6.15573642622
170,2.32919202115
171,-10.003942964
172,6.41761639487
173,2.06755011598
174,4.32095530263
175,2.81360456988
176,3.00769923122
177,5.68346685206
178,-14.6050525186
179,-5.59980622894
180,1.12338945389
181,5.97928477416
182,0.932483088077
183,5.03753997996
184,-0.456053410329
185,-3.81293819175
186,7.41858345407
187,-4.02759924713
188,-9.57133591532
189,0.557399532393
190,2.39717455358
191,14.012053055
192,5.7267461403
193,-11.570656684
194,-3.68088217689
195,3.86688944724
196,3.8930854222
197,7.21529078697
198,-13.9210559637
199,4.55735415165
200,6.14468991955
201,-1.08128028049
202,-3.23393083496
203,2.025949441
204,3.52856764781
205,5.60693200067
206,8.56309533209
207,5.35642494236
208,-2.46246431546
209,7.23046844954
210,0.406131186992
211,1.93548902468
212,-10.6830431647
213,8.57144256645
214,-1.67389255557
215,9.84197237073
216,2.49981003366
217,5.1195917907
218,6.4675156835
219,9.02701601439
220,2.69307734992
221,3.45909519043
222,5.43898294961
223,-11.5139931648
224,-19.0659798112
225,-3.78142191002
226,4.9284055791
227,6.69268186744
228,3.47736119606
229,8.02438270166
230,7.35755539565
231,-8.13850546332
232,5.1632640318
233,-2.72494398773
234,8.19239986432
235,9.73193276792
236,4.92188521223
237,-10.8290913513
238,2.55651163194
239,-2.13105450445
240,-5.84462442231
241,-4.91833686155
242,-3.30051536614
243,0.42510862524
244,-4.88545911745
245,2.85521775023
246,9.80348835229
247,5.0167352118
248,0.842005282577
249,-3.48551347995
250,-13.5776030284
251,-14.1984830474
252,-0.378626150179
253,-6.30907471873
254,1.42041179994
255,4.09102198747
256,6.34456015879
257,-4.22564684587
258,-3.01431774061
259,-7.40252020765
260,1.65487593061
261,-0.943194004342
262,7.63512755339
263,-4.04106185306
264,6.86941403181
265,0.735750936857
266,3.19304827054
267,2.31891809528
268,-2.30604092565
269,-7.35248139663
270,7.87291692554
271,7.22630093955
272,2.48116662229
273,8.12735162716
274,-8.64497026756
275,10.2447135154
276,-3.15944193925
277,6.42510084041
278,-13.9664471164
279,10.4280352094
280,6.21984357423
281,-4.76587680365
282,-12.8871240582
283,5.1859244023
284,7.15014161689
285,-4.54998460857
286,-5.25382310662
287,8.87304900619
288,5.74172343495
289,6.28583918208
290,0.0868772021461
291,11.3865144876
292,-10.7533345953
293,5.03287525801
294,9.6917377465
295,3.11894979207
296,-1.29142823972
297,8.6152250175
298,6.70605562213
299,5.79171899657
300,3.60285041584
301,5.13049524374
302,9.52081127941
303,-2.35264139666
304,-7.50046964397
305,7.79890902335
306,-0.196006582566
307,5.96194291827
308,-15.4690883409
309,-2.51433174232
310,5.35352784448
311,-10.2857986142
312,-4.55998123164
313,4.71064401886
314,4.54916477864
315,4.31069321738
316,-3.69133810794
317,-0.321865341467
318,-7.07702848337
319,5.58417781926
320,4.29381931041
321,0.736189410455
322,-1.34459528733
323,7.31957387588
324,5.97414024233
325,8.51817799006
326,5.85814993357
327,5.04288404006
328,4.72854599433
329,-13.5764726618
330,4.14736307639
331,-0.19319241657
332,5.28247917721
333,5.21930337731
334,-2.19848485914
335,3.5307212746
336,-14.1734022956
337,-2.14308165134
338,-4.13675569863
339,-2.95449107951
340,8.05573162577
341,-1.29200614693
342,8.52063618834
343,9.4995260394
344,2.33854701951
345,9.4484439791
346,-7.30383705017
347,4.22088948495
348,1.39272248523
349,-11.2519520021
350,4.0871148898
351,6.71589168061
352,7.23078357429
353,-7.42597004094
354,7.75499129251
355,6.37700816962
356,-0.524294766745
357,-0.808950695456
358,5.42979743832
359,8.95013092789
360,-7.23328435471
361,-13.5044498155
362,3.70480210467
363,0.387021969062
364,-2.67094453824
365,9.89988963061
366,-4.46258947701
367,-4.5729693898
368,-13.4880720593
369,5.42155245548
370,5.30401460889
371,-15.1488967035
372,10.0592810408
373,-14.3916722254
374,-9.50373067367
375,8.45596323324
376,-5.51926817089
377,-9.17133658445
378,7.39166483333
379,1.97399522988
380,-4.44274020459
381,2.8151352492
382,-4.7019304654
383,7.63477202948
384,1.26330384495
385,-5.44940913965
386,2.74887753423
387,0.609339499702
388,1.20771043787
389,4.81096134576
390,4.28355006411
391,-4.84712428518
392,-7.03042786954
393,0.294607705036
394,3.49347000556
395,-6.19580454709
396,-3.69195206894
397,1.94856074402
398,7.95590217936
399,3.57543456043
400,4.68468991358
401,3.97153927293
402,4.02989592025
403,2.64539403076
404,6.88503812268
405,3.35447733514
406,-3.32791845133
407,2.5134700366
408,-2.66819065978
409,-3.54142990375
410,6.89849134059
411,7.63732636566
412,4.57282041413
413,-5.33324804796
414,-9.15283942027
415,2.47787828586
416,-13.0227349549
417,4.2125956545
418,0.270937105201
419,10.5665307753
420,10.0993976585
421,4.10751552942
422,-1.38860074717
423,5.0535858499
424,-1.29221710907
425,6.53461510754
426,0.930566888087
427,4.05888740851
428,7.11223170352
429,-0.130870010388
430,5.3225145576
431,12.0732966377
432,-5.42722131234
433,5.98494833404
434,-8.78020867983
435,5.32567022371
436,4.46335483119
437,-6.88232173677
438,-1.71599733447
439,-8.31468567744
440,-11.9448103253
441,2.88327390305
442,5.40123335759
443,6.11860314099
444,6.27577717093
445,-25.5133679355
446,3.01837611214
447,6.37819544798
448,4.92960208413
449,8.88036172243
450,4.45347271276
451,-3.37341272816
452,-9.44242598915
453,-11.7969160337
454,8.06464475294
455,7.90289034627
456,-1.35872486918
457,5.39645888148
458,-7.86981892756
459,-10.940413528
460,-4.82934658806
461,-2.87540381594
462,1.05176123101
463,-2.68392536288
464,6.54827299155
465,-4.91320841448
466,-4.19598321844
467,9.04160515696
468,6.34531693586
469,8.31637826935
470,8.36050690703
471,4.13580266867
472,-1.03469235065
473,1.48632515855
474,8.74316781384
475,4.93063970439
476,5.11784647917
477,0.357305885951
478,3.74475513949
479,7.02131343421
480,2.54112931237
481,4.14482183749
482,9.67615225602
483,6.12526738545
484,-0.262178271343
485,-6.80517110931
486,-1.88993054383
487,8.7918863574
488,3.68859645207
489,-3.42171967744
490,-1.78551423079
491,1.77129537796
492,-13.4313909505
493,-11.2490581645
494,-3.60366145053
495,-10.1853144751
496,-9.23948433529
497,6.42776532076
498,5.55176260551
499,2.81519351584
500,8.87275718138
501,5.58729010469
502,-3.09452207885
503,4.63509001569
504,3.64298092919
505,2.61834710119
506,-1.85958820286
507,-3.3644874541
508,-7.93336658333
509,-0.147994506903
510,5.93135536631
511,10.2452384071
512,5.14810523349
513,-3.59548782925
514,3.54133113083
515,-12.0703872404
516,-8.89596272592
517,2.88035748139
518,5.94173645391
519,-2.45730429011
520,-1.35322582838
521,2.61302152244
522,5.54550472094
523,-1.53569463467
524,8.32638189387
525,5.45649299206
526,3.4390026413
527,6.61519124994
528,-1.9722090157
529,-12.2510833326
530,8.03600892574
531,3.91658241199
532,9.90159689748
533,8.30192525031
534,1.68887981169
535,0.775998970053
536,9.68564442488
537,4.7267207371
