Point_ID,Output
1,-1.35839878864
2,-5.44899807973
3,-0.270073663141
4,-7.04335561047
5,-1.78944717975
6,0.555467135103
7,-7.20208123633
8,-11.5203702903
9,-11.609719595
10,-1.50785960736
11,-0.24085082587
12,-1.51677136215
13,-0.472941779832
14,-0.414015470477
15,-6.46780898932
16,-3.43994279057
17,-4.47861548938
18,-0.590172485672
19,-7.04342349272
20,-36.7110824752
21,3.69067208718
22,-3.04897410591
23,-12.5165935578
24,0.319159448116
25,-1.67276382134
26,-3.90153908428
27,-5.41713037058
28,-0.999571198372
29,-4.50638928463
30,-10.7254180153
31,-0.896037982842
32,1.02703724454
33,-11.1830584818
34,-2.42606065444
35,-7.68620652823
36,-0.72802787332
37,3.62310695571
38,-5.48341642686
39,-0.539167817998
40,-2.136287431
41,-2.0005014336
42,-1.5604302321
43,-5.58795238674
44,0.178658962788
45,-1.6081215227
46,-12.5167602513
47,-1.36330818432
48,-5.64148153413
49,2.04924488666
50,-0.225521302531
51,-1.78406383081
52,-0.216425458508
53,-4.06545435226
54,-0.324745978014
55,-0.041599349489
56,-0.191905738951
57,-5.02760965924
58,-11.112001026
59,-7.89076299156
60,-5.66961836947
61,-1.42397499539
62,0.607023038486
63,-10.0411405641
64,-6.40464952047
65,0.313109043576
66,-1.63400337846
67,-3.45827256787
68,-2.59944991613
69,-7.94948372356
70,0.883111682419
71,-0.217362183895
72,-10.9605266729
73,-1.77854956657
74,-2.61686370187
75,-16.7724665536
76,-6.18359781142
77,-8.30965117189
78,-3.79745386856
79,3.35832060904
80,-7.81419078068
81,-1.51856887366
82,-8.71750904587
83,-1.34910425885
84,-1.08201673213
85,-0.493331686763
86,-17.8055870711
87,-3.43523195626
88,-4.40852812683
89,-1.27985481076
90,-9.28739491728
91,-5.68804270927
92,-2.84670328102
93,-4.78532466337
94,-4.2855675326
95,1.49961906474
96,-21.2698895151
97,0.0485223367873
98,1.36500387153
99,-1.86183537045
100,-1.96472563534
101,-3.76634542475
102,-6.57297020509
103,-8.82999504968
104,-3.05047503457
105,-2.13055984009
106,-0.990009127035
107,-4.62173203357
108,0.620036095759
109,-0.0319622433406
110,-0.122082887236
111,-21.9351704552
112,-5.67413057306
113,-3.82664608787
114,0.457689698272
115,-1.57027315439
116,-4.52057013142
117,1.03882249927
118,-2.35291216211
119,-4.00055890811
120,-0.82987697382
121,-3.49791923601
122,0.0576144615735
123,-6.82354404558
124,-17.6797863396
125,2.51533004488
126,-3.56548573814
127,1.30676298867
128,-0.873644847789
