Point_ID,Output
1,-306.143830613
2,-335.809649867
3,-279.522113151
4,-830.32927838
5,-275.726144856
6,-281.933625457
7,-299.954929078
8,-127.813804162
9,-102.329198509
10,-341.519942107
11,-337.484063465
12,-280.047429483
13,-276.267232322
14,-299.560602858
15,-508.37708356
16,-287.544368229
17,-306.167786532
18,-279.782482711
19,-258.850722096
20,-407.987584326
21,-294.898909527
22,-286.193581058
23,-174.142450008
24,-298.691362209
25,-425.680328785
26,-290.990867446
27,-308.331690326
28,-281.013961505
29,-454.048669623
30,-100.513765376
31,-327.131607177
32,-301.610242932
33,-89.6070154176
34,-219.724691739
35,-290.117339651
36,-386.76614821
37,-328.344858584
38,-534.033165682
39,-266.813208772
40,-270.626976305
41,-306.807543772
42,-274.102636673
43,-362.136915641
44,-281.053638954
45,-303.923605195
46,-291.125668124
47,-308.315065624
48,-298.537155681
49,-324.949919644
50,-343.336292927
51,-284.190454421
52,-246.161448926
53,-273.567352072
54,-410.818520992
55,-271.821267175
56,-295.681467636
57,-452.793151924
58,-105.60231032
59,-530.530386356
60,-278.726032986
61,-383.164230199
62,-260.424534572
63,-529.830457619
64,-280.447683127
65,-271.917351455
66,-306.949672653
67,-315.121682834
68,-272.953764608
69,-303.178235648
70,-281.439186656
71,-270.594606552
72,-327.614186912
73,-394.274441838
74,-287.705874006
75,-91.2001888422
76,-626.407312383
77,-339.911546127
78,-313.943427929
79,-352.531628206
80,-593.549523939
81,-287.193719185
82,-276.251358651
83,-286.44692938
84,-298.675970286
85,-286.502041415
86,-133.032065959
87,-371.742723219
88,-286.474215581
89,-373.069747324
90,-852.260726254
91,-746.07543322
92,-360.760242393
93,-416.37507262
94,-287.017137172
95,-273.412993779
96,-101.941675566
97,-293.421911829
98,-277.019533282
99,-341.239224068
100,-284.843090926
101,-301.799421965
102,-289.331251737
103,-471.312156073
104,-311.010553288
105,-478.60587457
106,-292.061550066
107,-598.630074052
108,-288.547620266
109,-318.194786535
110,-272.906032399
111,-181.414734087
112,-293.851617828
113,-224.686538353
114,-277.218220728
115,-286.922725728
116,-327.930726668
117,-296.871311194
118,-277.380154817
119,-512.724249447
120,-280.362740985
121,-283.942474218
122,-271.169405914
123,-285.788518704
124,-350.374323236
125,-271.311299031
126,-290.124539221
127,-328.21335477
128,-309.428128306
129,-130.881298747
130,-282.898922466
131,-306.890107813
132,-306.768697976
133,-621.121901157
134,-198.469059983
135,-297.02659618
136,-283.082320983
137,-292.057904812
138,-305.166281633
139,-280.296247118
140,-353.925206537
141,-272.965401404
142,-151.401388604
143,-337.981852898
144,-973.731947637
145,-273.553014913
146,-374.67822358
147,-276.533757882
148,-311.323877222
149,-291.851546662
150,-362.712268015
151,-239.781917548
152,-273.786480611
153,-228.609714125
154,-320.075599537
155,-336.60486213
156,-406.511346518
157,-289.100854865
158,-336.374990343
159,-614.119578206
160,-359.788637119
161,-321.125356432
162,-122.68031773
163,-279.156408359
164,-125.356193868
165,-500.565693838
166,-254.135931062
167,-437.982958588
168,-286.157789189
169,-277.15569424
170,-306.246453594
171,-409.095296209
172,-299.719283723
173,-325.677610462
174,-284.676407308
175,-241.969054037
176,-297.494861378
177,-281.365328043
178,-267.712294144
179,-281.503736506
180,-303.194624529
181,-301.291534062
182,-283.68317086
183,-306.411058597
184,-280.028753886
185,-277.737807314
186,-273.37923757
187,-289.68286485
188,-388.522425123
189,-375.594801966
190,-314.567469504
191,-297.077554603
192,-259.404387865
193,-367.328950083
194,-356.621198509
195,-306.928735761
196,-331.157385039
197,-284.18388627
198,-112.394590188
199,-334.03294239
200,-265.061716185
201,-279.919421866
202,-351.250886897
203,-450.591231898
204,-320.364438736
205,-329.306747102
206,-298.581828383
207,-445.984380206
208,-268.750689115
209,-279.327899131
210,-291.098325947
211,-292.08593028
212,-96.389577792
213,-303.66518487
214,-283.522498288
215,-296.65307808
216,-357.834796854
217,-273.538343275
218,-484.687055671
219,-279.356425505
220,-308.508924949
221,-271.61914577
222,-330.25347565
223,-170.033165437
224,-304.224089234
225,-266.416727694
226,-462.392910948
227,-396.678423596
228,-203.574571136
229,-277.303145038
230,-327.651342388
231,-304.526005938
232,-419.928291779
233,-328.273539233
234,-271.260669909
235,-278.625173297
236,-371.366882468
237,-844.293198432
238,-313.51800083
239,-1156.11323323
240,-259.74880319
241,-320.540275899
242,-310.577291632
243,-270.380451298
244,-517.420722723
245,-310.196573027
246,-268.488037035
247,-279.140126548
248,-275.046072363
249,-352.53643116
250,-536.701621067
251,-106.886403452
252,-443.462367429
253,-413.299890766
254,-322.310149959
255,-285.636643804
256,-479.907000871
257,-308.311204826
258,-420.837407003
259,-462.432323595
260,-291.024446165
261,-312.567728297
262,-277.18364868
263,-278.126273419
264,-308.969702804
265,-593.745673524
266,-495.193053024
267,-270.626438982
268,-282.978147699
269,-120.827923377
270,-246.966395165
271,-337.39431045
272,-279.100962342
273,-264.480483497
274,-234.448071914
275,-305.938526549
276,-286.724353212
277,-447.128553246
278,-608.752486072
279,-267.415638732
280,-298.004213788
281,-292.138050834
282,-273.432395045
283,-299.54318176
284,-400.604506904
285,-280.67496948
286,-316.70999354
287,-345.119553738
288,-338.767451447
289,-492.565975173
290,-276.401013297
291,-273.196876039
292,-99.0295249895
293,-509.972508893
294,-286.566116532
295,-261.365281065
296,-374.464911908
297,-288.840449151
298,-289.727452904
299,-284.073678765
300,-274.884588854
301,-281.388179179
302,-313.199337137
303,-306.851053715
304,-372.832707775
305,-397.131313619
306,-297.088491922
307,-435.690633213
308,-880.493057413
309,-361.717300753
310,-535.421667575
311,-93.5008873449
312,-302.866570485
313,-312.905304819
314,-288.158137169
315,-305.978563479
316,-291.180382165
317,-289.365531196
318,-301.348265638
319,-290.74326138
320,-300.249949292
321,-539.658741297
322,-663.583201927
323,-286.207354009
324,-271.079732683
325,-292.304676014
326,-376.073302538
327,-333.224437647
328,-318.19824881
329,-127.140192319
330,-508.774853908
331,-310.253196392
332,-477.15298817
333,-323.323711812
334,-358.727753058
335,-272.424574631
336,-148.529386319
337,-351.889478449
338,-470.637008688
339,-313.742300069
340,-274.013538174
341,-271.017148757
342,-329.620088015
343,-274.960855971
344,-299.806786554
345,-276.699223399
346,-692.215466269
347,-341.189374471
348,-307.95014758
349,-89.6547660395
350,-293.013433009
351,-281.992633832
352,-332.358444609
353,-294.954070801
354,-319.380143238
355,-277.265613464
356,-279.810895341
357,-328.374519532
358,-511.625477802
359,-293.04810077
360,-350.142631043
361,-581.118727158
362,-291.596308375
363,-390.185583151
364,-380.886484766
365,-290.887183863
366,-744.792245957
367,-660.256189391
368,-123.160597313
369,-271.944631358
370,-340.638769957
371,-94.3848063647
372,-342.902793162
373,-326.690407334
374,-103.437342896
375,-407.94687688
376,-343.315099273
377,-653.475467063
378,-263.988561282
379,-280.723173831
380,-313.725776306
381,-324.282618282
382,-450.882760338
383,-270.625381991
384,-292.797055255
385,-947.002951885
386,-275.819913657
387,-539.617837315
388,-274.282653412
389,-279.482680359
390,-262.617137967
391,-355.764224906
392,-439.967678248
393,-483.079444988
394,-289.368388836
395,-1237.50156407
396,-281.565999347
397,-198.20330384
398,-323.120548775
399,-369.596003469
400,-270.340802603
401,-390.944835392
402,-368.706974383
403,-370.996357241
404,-285.157794344
405,-286.115146292
406,-324.842507085
407,-394.483484767
408,-371.576278813
409,-320.097580654
410,-315.088026479
411,-355.691185462
412,-330.623307017
413,-193.065690027
414,-112.981440053
415,-504.672809003
416,-102.707121971
417,-440.864543486
418,-528.532812435
419,-341.170553693
420,-301.431472197
421,-272.830686061
422,-342.827940198
423,-294.453227679
424,-274.043824164
425,-403.461133825
426,-361.949507999
427,-354.181550575
428,-282.554950169
429,-269.884718245
430,-272.341174299
431,-270.251332542
432,-460.89482804
433,-458.24330395
434,-218.796211659
435,-290.213489413
436,-275.814201937
437,-302.41398481
438,-278.604230015
439,-1080.69888935
440,-157.797039924
441,-286.928683058
442,-283.544043781
443,-268.935757078
444,-277.971565834
445,-301.785539494
446,-303.693457313
447,-383.776852432
448,-318.260951904
449,-277.830055662
450,-384.765569062
451,-320.783799432
452,-125.461517998
453,-167.725910766
454,-267.286471383
455,-285.642611718
456,-270.555223747
457,-298.489992806
458,-278.322893697
459,-88.2268372036
460,-270.192266679
461,-282.483579595
462,-292.050282532
463,-342.64990934
464,-346.866859964
465,-1273.10476747
466,-399.485343825
467,-275.964708744
468,-294.250911354
469,-289.715066396
470,-276.703189884
471,-254.239851298
472,-303.592350305
473,-303.234172811
474,-440.994974499
475,-321.593604023
476,-280.775375711
477,-548.595826825
478,-546.15940114
479,-288.301838885
480,-322.65463236
481,-338.157529781
482,-392.225337481
483,-291.281745037
484,-321.685028437
485,-293.802018101
486,-296.140237442
487,-276.556543121
488,-368.020543584
489,-288.099362153
490,-329.785221772
491,-430.710644555
492,-801.432082514
493,-94.7464963152
494,-325.332407326
495,-784.04762963
496,-120.211728642
497,-282.939707353
498,-611.785293802
499,-400.208290799
500,-278.381020151
501,-283.795508111
502,-322.192263452
503,-289.508674272
504,-294.935426036
505,-306.350900894
506,-225.06022856
507,-289.105768388
508,-536.275730828
509,-381.846380457
510,-275.036053103
511,-304.59323929
512,-338.342712958
513,-381.460340326
514,-266.725554831
515,-111.118130774
516,-98.3399480269
517,-379.876363942
518,-445.914703258
