Point_ID,Output
1,120.939624176
2,120.939624176
3,120.939624176
4,120.939624176
5,120.939624176
6,120.939624176
7,120.939624176
8,120.939624176
9,120.939624176
10,120.939624176
11,120.939624176
12,120.939624176
13,120.939624176
14,120.939624176
15,120.939624176
16,120.939624176
17,120.939624176
18,120.939624176
19,120.939624176
20,120.939624176
21,120.939624176
22,120.939624176
23,120.939624176
24,120.939624176
25,120.939624176
26,120.939624176
27,120.939624176
28,120.939624176
29,120.939624176
30,120.939624176
31,120.939624176
32,120.939624176
33,120.939624176
34,120.939624176
35,120.939624176
36,120.939624176
37,120.939624176
38,120.939624176
39,120.939624176
40,120.939624176
41,120.939624176
42,120.939624176
43,120.939624176
44,120.939624176
45,120.939624176
46,120.939624176
47,120.939624176
48,120.939624176
49,120.939624176
50,120.939624176
51,120.939624176
52,120.939624176
53,120.939624176
54,120.939624176
55,120.939624176
56,120.939624176
57,120.939624176
58,120.939624176
59,120.939624176
60,120.939624176
61,120.939624176
62,120.939624176
63,120.939624176
64,120.939624176
65,120.939624176
66,120.939624176
67,120.939624176
68,120.939624176
69,120.939624176
70,120.939624176
71,120.939624176
72,120.939624176
73,120.939624176
74,120.939624176
75,120.939624176
76,120.939624176
77,120.939624176
78,120.939624176
79,120.939624176
80,120.939624176
81,120.939624176
82,120.939624176
83,120.939624176
84,120.939624176
85,120.939624176
86,120.939624176
87,120.939624176
88,120.939624176
89,120.939624176
90,120.939624176
91,120.939624176
92,120.939624176
93,120.939624176
94,120.939624176
95,120.939624176
96,120.939624176
97,120.939624176
98,120.939624176
99,120.939624176
100,120.939624176
101,120.939624176
102,120.939624176
103,120.939624176
104,120.939624176
105,120.939624176
106,120.939624176
107,120.939624176
108,120.939624176
109,120.939624176
110,120.939624176
111,120.939624176
112,120.939624176
113,120.939624176
114,120.939624176
115,120.939624176
116,120.939624176
117,120.939624176
118,120.939624176
119,120.939624176
120,120.939624176
121,120.939624176
122,120.939624176
123,120.939624176
124,120.939624176
125,120.939624176
126,120.939624176
127,120.939624176
128,120.939624176
129,120.939624176
130,120.939624176
131,120.939624176
132,120.939624176
133,120.939624176
134,120.939624176
135,120.939624176
136,120.939624176
137,120.939624176
138,120.939624176
139,120.939624176
140,120.939624176
141,120.939624176
142,120.939624176
143,120.939624176
144,120.939624176
145,120.939624176
146,120.939624176
147,120.939624176
148,120.939624176
149,120.939624176
150,120.939624176
151,120.939624176
152,120.939624176
153,120.939624176
154,120.939624176
155,120.939624176
156,120.939624176
157,120.939624176
158,120.939624176
159,120.939624176
160,120.939624176
161,120.939624176
162,120.939624176
163,120.939624176
164,120.939624176
165,120.939624176
166,120.939624176
167,120.939624176
168,120.939624176
169,120.939624176
170,120.939624176
171,120.939624176
172,120.939624176
173,120.939624176
174,120.939624176
175,120.939624176
176,120.939624176
177,120.939624176
178,120.939624176
179,120.939624176
180,120.939624176
181,120.939624176
182,120.939624176
183,120.939624176
184,120.939624176
185,120.939624176
186,120.939624176
187,120.939624176
188,120.939624176
189,120.939624176
190,120.939624176
191,120.939624176
192,120.939624176
193,120.939624176
194,120.939624176
195,120.939624176
196,120.939624176
197,120.939624176
198,120.939624176
199,120.939624176
200,120.939624176
201,120.939624176
202,120.939624176
203,120.939624176
204,120.939624176
205,120.939624176
206,120.939624176
207,120.939624176
208,120.939624176
209,120.939624176
210,120.939624176
211,120.939624176
212,120.939624176
213,120.939624176
214,120.939624176
215,120.939624176
216,120.939624176
217,120.939624176
218,120.939624176
219,120.939624176
220,120.939624176
221,120.939624176
222,120.939624176
223,120.939624176
224,120.939624176
225,120.939624176
226,120.939624176
227,120.939624176
228,120.939624176
229,120.939624176
230,120.939624176
231,120.939624176
232,120.939624176
233,120.939624176
234,120.939624176
235,120.939624176
236,120.939624176
237,120.939624176
238,120.939624176
239,120.939624176
240,120.939624176
241,120.939624176
242,120.939624176
243,120.939624176
244,120.939624176
245,120.939624176
246,120.939624176
247,120.939624176
248,120.939624176
249,120.939624176
250,120.939624176
251,120.939624176
252,120.939624176
253,120.939624176
254,120.939624176
