Point_ID,Output
1,-43.336771641
2,-51.3207911776
3,-72.4900680136
4,-62.9225620282
5,-64.9878730076
6,-69.9961560246
7,-93.5048940744
8,-48.8000003339
9,-74.1523466542
10,-45.8339162634
11,-154.240979152
12,-76.2778842936
13,-64.2398719714
14,-72.2339383565
15,-58.1511776723
16,-73.5999317492
17,-55.6903450426
18,-67.3406161714
19,-146.633680607
20,-210.947493988
21,-50.5309335757
22,-95.1214635814
23,-161.65376829
24,-106.116660473
25,-49.7128457068
26,-51.0618263362
27,-76.4924159667
28,-52.3435835944
29,-50.0131582241
30,-110.101744211
31,-49.3454635152
32,-48.7822755084
33,-63.4674548784
34,-103.449545555
35,-106.327968104
36,-51.6294491363
37,-47.5737542538
38,-84.7016447542
39,-91.3712509635
40,-81.9601642165
41,-61.5391055694
42,-72.0589814056
43,-46.2113572512
44,-73.2287511711
45,-141.96621431
46,-82.570416202
47,-141.192056853
48,-63.6004949513
49,-48.1347087777
50,-50.1870001055
51,-60.4909882815
52,-173.164608973
53,-77.6812859909
54,-56.6986095249
55,-74.9404357036
56,-50.669803632
57,-47.5150907656
58,-95.7553345179
59,-62.3685299702
60,-60.3630679627
61,-53.1230615066
62,-66.2683303347
63,-71.1653543427
64,-62.2355134965
65,-73.0430097834
66,-49.9651072595
67,-45.6491617909
68,-73.0331513849
69,-66.0034459462
70,-91.6397828454
71,-61.1995227236
72,-51.1859347974
73,-48.2275303121
74,-54.9753105831
75,-76.2109012623
76,-86.4993274669
77,-45.0660756938
78,-50.9552950864
79,-48.5160688534
80,-107.671418174
81,-57.0489295866
82,-60.8324183731
83,-62.4274236908
84,-53.8491176621
85,-107.554345869
86,-122.980976829
87,-53.4252551136
88,-109.366978117
89,-45.6672528726
90,-132.779464899
91,-56.9640302612
92,-48.1674862381
93,-59.270726124
94,-85.9032795767
95,-67.0365117803
96,-57.0790401378
97,-55.3654255504
98,-79.049246811
99,-45.5571584816
100,-54.0843572359
101,-46.7293102838
102,-56.1071616176
103,-65.9847071113
104,-49.7999890953
105,-56.6319337892
106,-84.1719457066
107,-82.6635845537
108,-52.1048180123
109,-127.502363596
110,-82.4505178458
111,-44.2284171794
112,-101.219962906
113,-124.925382905
114,-58.7874898858
115,-61.1591851796
116,-117.569072622
117,-50.7442416173
118,-56.8069196369
119,-77.8929581946
120,-56.5996611572
121,-75.6268532667
122,-60.1899076323
123,-74.183365107
124,-54.9402693305
125,-75.5798980009
126,-50.7512776224
127,-46.5552378997
128,-53.3177747001
129,-121.80635867
130,-83.0989581814
131,-47.4929988692
132,-68.6044122071
133,-92.4434094663
134,-134.863025751
135,-48.5397867121
136,-69.413200391
137,-70.5615773484
138,-48.6824378965
139,-85.1834122562
140,-46.7258314003
141,-79.4802871074
142,-137.136048188
143,-146.282672859
144,-61.3685008693
145,-73.3390724462
146,-50.1702017878
147,-60.5985482537
148,-51.4406099492
149,-58.2050727953
150,-47.2337335419
151,-58.1859890432
152,-84.3039851875
153,-64.9534646437
154,-61.8804308146
155,-45.4462923946
156,-48.5801029125
157,-106.787509441
158,-46.7343240856
159,-106.119737172
160,-51.0298799253
161,-122.851103571
162,-47.4102464398
163,-68.9014669598
164,-107.729482117
165,-50.3014579104
166,-363.419298099
167,-55.5972922982
168,-52.1477054884
169,-61.9747317956
170,-113.959207483
171,-59.4157428616
172,-53.942993824
173,-138.281439568
174,-90.1509401803
175,-175.667057711
176,-60.9390749278
177,-54.2703099714
178,-63.5365984333
179,-76.6523796243
180,-115.292123071
181,-48.6241906259
182,-89.7303816979
183,-85.6272884202
184,-70.5336210843
185,-59.4141741429
186,-57.6586911526
187,-95.0117648557
188,-51.1849590725
189,-71.1840846431
190,-49.6424832247
191,-47.217785095
192,-101.632156088
193,-50.7796014557
194,-266.336016859
195,-49.3825188904
196,-148.140940443
197,-59.1032623207
198,-53.1527626977
199,-46.5855593639
200,-69.5613778276
201,-91.7239166501
202,-49.7169482207
203,-63.2378992574
204,-125.160682343
205,-51.0686723008
206,-50.6882159238
207,-60.6566677955
208,-82.3378978673
209,-57.4038963179
210,-56.1716228545
