Point_ID,Output
1,-6.67672130141
2,-6.6806410979
3,-6.55835646553
4,-6.68452716837
5,-6.43530283889
6,-6.60208711078
7,-6.68012396092
8,-6.66988382322
9,-6.68399275411
10,-6.66965954289
11,-6.67695487043
12,-6.02530191693
13,-6.50179247593
14,-6.66927779513
15,-6.68475490847
16,-6.54752561388
17,-6.67964732538
18,-6.45809103466
19,-6.60355699902
20,-6.68482291051
21,-6.38448593407
22,-6.42131350683
23,-6.68312948046
24,-6.39315683257
25,-6.63335283972
26,-6.60642177647
27,-6.68349884391
28,-6.62097190667
29,-6.68477483053
30,-6.6722886284
31,-6.4151781254
32,-6.57909133044
33,-6.67765805467
34,-6.33077178045
35,-6.6534381596
36,-6.62832837799
37,-6.52963657916
38,-6.68480944822
39,-6.4771649828
40,-6.59664222988
41,-6.48342148583
42,-6.50082164356
43,-6.68017103969
44,-6.61050202338
45,-6.68044062936
46,-6.6776458764
47,-6.64475661387
48,-6.58943590541
49,-6.60363425722
50,-6.58847710236
51,-6.27820318033
52,-6.47548707652
53,-6.67120144726
54,-6.55277084646
55,-6.47316469497
56,-6.22779722436
57,-6.67350434898
58,-6.68243373774
59,-6.6848228633
60,-6.66879917081
61,-6.48412941299
62,-6.36450360423
63,-6.68482059015
64,-6.14930539469
65,-6.08901716857
66,-6.20281817959
67,-6.58740242662
68,-6.49849464839
69,-6.68467275886
70,-6.35435635595
71,-6.52596405745
72,-6.68482255656
73,-6.68070692318
74,-6.57386329308
75,-6.66262350175
76,-6.66719708325
77,-6.65115455919
78,-6.66891215878
79,-6.41259239875
80,-6.6848228903
81,-6.24579892378
82,-6.22733949862
83,-6.61692690012
84,-6.68222993857
85,-6.23066286685
86,-6.68157264378
87,-6.67640954777
88,-6.62073492478
89,-6.52848635651
90,-6.68443559732
91,-6.68188298235
92,-6.63462869211
93,-6.50835485041
94,-6.62102680058
95,-6.27807991394
96,-6.67168732335
97,-6.23200514499
98,-6.04833530325
99,-6.40119059289
100,-6.60180417324
101,-6.67483796438
102,-6.67918308227
103,-6.68480764315
104,-6.56275004229
105,-6.68045895398
106,-6.58280936885
107,-6.68354919452
108,-6.26916077767
109,-6.47138475683
110,-5.75529225348
111,-6.68481944673
112,-6.56767845101
113,-6.59789469239
114,-6.55610714201
115,-6.66248519763
116,-6.66389037009
117,-6.49708058291
118,-6.63560428284
119,-6.68479749777
120,-6.45647046522
121,-6.67827434345
122,-6.38337980505
123,-6.59298741506
124,-6.684751406
125,-6.21872804329
126,-6.60650851449
127,-6.62780484018
128,-6.52366333927
129,-6.68172067419
130,-6.53874514808
131,-6.1645597081
132,-6.64715530146
133,-6.68480812736
134,-6.60873897106
135,-6.68439819386
136,-6.67727395516
137,-6.60623365863
138,-6.55762776545
139,-6.4871264968
140,-6.50262466823
141,-6.66765569517
142,-6.68431137055
143,-6.58610780751
144,-6.6848229133
145,-6.60730844114
146,-6.68286605471
147,-6.10229271429
148,-6.68326996929
149,-6.62093248873
150,-6.67610747496
151,-6.68347236955
152,-6.59132759896
153,-6.68436546413
154,-6.68436621665
155,-6.676826296
156,-6.67887326108
157,-6.45797176351
158,-6.58073823324
159,-6.68449677546
160,-6.63480955555
161,-6.61855934793
162,-6.68271292588
163,-6.52737770705
164,-6.68117507455
165,-6.68482266626
166,-6.6848229133
167,-6.68482221172
168,-6.59188798273
169,-6.46569147286
170,-6.25059058964
171,-6.68329584892
172,-6.3471845597
