Point_ID,Output
1,0
2,1
3,0
4,0
5,0
6,0
7,1
8,1
9,1
10,1
11,1
12,0
13,0
14,0
15,0
16,0
17,0
18,1
19,1
20,1
21,0
22,1
23,1
24,1
25,1
26,0
27,1
28,1
29,1
30,1
31,1
32,1
33,1
34,0
35,1
36,0
37,1
38,0
39,1
40,0
41,0
42,0
43,0
44,0
45,1
46,0
47,0
48,0
49,1
50,0
51,0
52,0
53,1
54,0
55,1
56,1
57,0
58,0
59,1
60,1
61,0
62,0
63,0
64,0
65,0
66,1
67,1
68,1
69,0
70,0
71,1
72,0
73,1
74,0
75,0
76,0
77,1
78,1
79,0
80,1
81,0
82,0
83,1
84,0
85,1
86,0
87,0
88,1
89,0
90,0
91,0
92,1
93,1
94,0
95,0
96,1
97,1
98,0
99,0
100,0
101,0
102,1
103,0
104,0
105,1
106,1
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,1
115,1
116,1
117,1
118,1
119,0
120,0
121,0
122,1
123,1
124,0
125,0
126,1
127,0
128,1
129,1
130,0
131,0
132,0
133,1
134,1
135,0
136,0
137,0
138,1
139,0
140,0
141,1
142,0
143,0
144,0
145,1
146,1
147,0
148,1
149,1
150,1
151,1
152,1
153,0
154,0
155,1
156,1
157,1
158,0
159,1
160,0
161,0
162,1
163,0
164,0
165,1
166,1
167,0
168,1
169,0
170,1
171,0
172,1
173,1
174,0
175,1
176,1
177,0
178,1
179,0
180,1
181,0
182,0
183,1
184,1
185,0
186,0
187,1
188,1
189,1
190,0
191,0
192,1
193,0
194,1
195,1
196,0
197,0
198,1
199,0
200,1
201,0
202,1
203,0
204,1
205,1
206,1
207,0
208,1
209,0
210,1
211,1
212,0
213,1
214,0
215,0
216,1
217,1
218,0
219,0
220,1
221,0
222,0
223,1
224,1
225,0
226,1
227,1
228,0
229,1
230,0
231,1
232,1
233,1
234,0
235,1
236,0
237,0
238,0
239,0
240,0
241,1
242,0
243,1
244,0
245,1
246,0
247,0
248,1
249,1
250,0
251,1
252,1
253,0
254,1
255,0
256,0
257,0
258,1
259,0
260,0
261,1
262,1
263,1
264,1
265,0
266,0
267,0
268,1
269,1
270,0
271,1
272,0
273,0
274,1
275,1
276,0
277,1
278,1
279,1
280,0
281,0
282,0
283,0
284,1
285,1
286,0
287,1
288,0
289,0
290,0
291,1
292,1
293,1
294,1
295,1
296,0
297,1
298,0
299,0
300,0
301,1
302,1
303,0
304,1
305,1
306,0
307,0
308,0
309,0
310,0
311,1
312,1
313,1
314,0
315,0
316,0
317,0
318,0
319,1
320,0
321,1
322,1
323,1
324,0
325,1
326,0
327,1
328,0
329,0
330,1
331,0
332,1
333,0
334,1
335,1
336,1
337,1
338,1
339,0
340,1
341,0
342,1
343,1
344,1
345,0
346,0
347,0
348,0
349,0
350,0
351,1
352,1
353,0
354,0
355,1
356,0
357,1
358,1
359,1
360,0
361,0
362,1
363,0
364,0
365,1
366,0
367,0
368,1
369,1
370,0
371,1
372,0
373,0
374,0
375,0
376,0
377,1
378,0
379,1
380,0
381,1
382,0
383,1
384,1
385,0
386,0
387,1
388,0
389,1
390,1
391,0
392,0
393,0
394,1
395,1
396,0
397,0
398,1
399,0
400,1
401,0
402,1
403,1
404,1
405,1
406,0
407,1
408,0
409,0
410,0
411,0
412,1
413,1
414,0
415,0
416,1
417,1
418,1
